ticker,name,quantity,purchase_price_eur,purchase_total_eur,market_price_eur,market_total_eur,change_eur,change_pct
ORNBV.HE,ORION B,60.0,26.53,1592.0,59.9445,3596.67,2004.67,125.92148241206031
PFE,PFIZER INC - ORD SHS,50.0,,,21.116699999999998,1055.8349999999998,,
QCOM,QUALCOMM INC,18.0,107.42,1933.5,155.0043,2790.0774,856.5774000000001,44.301908456167574
SAMPO.HE,SAMPO OYJ A,795.0,6.5,5169.96,9.5733,7610.773499999999,2440.8134999999993,47.21145811573009
TDOC,TELADOC HEALTH INC,10.0,173.37,1733.65,7.3953,73.953,-1659.6970000000001,-95.73426008709947
TTALO.HE,TERVEYSTALO OYJ,400.0,10.79,4317.0,9.2367,3694.6800000000003,-622.3199999999997,-14.415566365531612
UPM.HE,UPM-KYMMENE,220.0,28.82,6339.5,23.0472,5070.384,-1269.116,-20.019181323448223
DIS,WALT DISNEY CO,35.0,119.57,4185.04,96.4953,3377.3355,-807.7044999999998,-19.2998035861067
AGED.MI,ISHARES AGEING POPULATION UCITS ETF - ACC,300.0,6.47,1941.0,7.7616,2328.48,387.48,19.962905718701702
RBOT.L,ISHARES AUTOMATION ROBOTICS UCITS ETF - ACC,210.0,10.92,2293.38,14.6124,3068.604,775.2239999999997,33.80268424770424
INRG.L,ISHARES GLOBAL CLEAN ENERGY UCITS ETF - USD DIS,150.0,15.06,2259.0,8.484300000000001,1272.6450000000002,-986.3549999999998,-43.663346613545805
HEAL.MI,ISHARES HEALTHCARE INNOVATION UCITS ETF - ACC,100.0,6.95,695.0,7.365600000000001,736.5600000000001,41.56000000000006,5.979856115107922
CEMA.L,ISHARES MSCI EM ASIA UCITS ETF - USD ACC,20.0,133.1,2662.0,205.2765,4105.53,1443.5299999999997,54.22727272727271
CSEMSZ.XC,ISHARES MSCI EMU SMALL CAP UCITS ETF - EUR ACC,16.0,239.39,3830.3,321.5025,5144.04,1313.7399999999998,34.2986189071352
CSUSSZ.XC,ISHARES MSCI USA SMALL CAP ESG ENHANCED UCITS ETF - USD ACC,6.0,409.0,2454.0,494.9505,2969.703,515.703,21.01479217603912
IWRD.L,ISHARES MSCI WORLD UCITS ETF - USD DIS,10.0,59.01,590.11,80.2296,802.296,212.18600000000004,35.95702496144787
EXH4.DE,ISHARES STOXX EUROPE 600 INDUSTRIAL GOODS SERVICES UCITS ETF (DE) - EUR DIS,40.0,109.4,4376.0,107.5536,4302.144,-73.85599999999977,-1.6877513711151684
NONE,OP-AASIA INDEKSI A,82.4938,234.57,19350.32,295.7328,24396.122456639998,5045.802456639998,26.07606725180771
NONE,OP-AMERIKKA INDEKSI A,36.1678,397.16,14364.47,544.1931000000001,19682.267202180003,5317.797202180003,37.02049015508406
ZPRS.F,SPDR MSCI WORLD SMALL CAP UCITS ETF - USD ACC,75.0,74.96,5621.95,107.03880000000001,8027.910000000001,2405.960000000001,42.79582707067834
GOAT.MI,VANECK MORNINGSTAR GLOBAL WIDE MOAT UCITS ETF - A ACC,100.0,22.67,2267.0,30.6801,3068.0099999999998,801.0099999999998,35.333480370533735
MOTE.MI,VANECK MORNINGSTAR US SUSTAINABLE WIDE MOAT UCITS ETF - A ACC,45.0,48.65,2189.25,53.856,2423.52,234.26999999999998,10.700924974306268
QUTM.DE,VANECK QUANTUM COMPUTING UCITS ETF,80.0,18.42,1473.8,23.8095,1904.76,430.96000000000004,29.241416745827113
SMH,VANECK SEMICONDUCTOR UCITS ETF - ACC,90.0,46.24,4161.3,53.0739,4776.651,615.3509999999997,14.787470261697058
VHYD.L,VANGUARD FTSE ALLWORLD HIGH DIV. YIELD UCITS ETF,50.0,70.8,3540.0,75.69539999999999,3784.7699999999995,244.76999999999953,6.914406779661003
VWCG.DE,VANGUARD FTSE DEVELOPED EUROPE UCITS ETF - EUR ACC,50.0,50.41,2520.5,51.4206,2571.03,50.5300000000002,2.004760960126967
VVFEA.L,ANGUARD FTSE EMERGING MARKETS UCITS ETF - ACC,40.0,60.62,2425.0,67.96350000000001,2718.5400000000004,293.5400000000004,12.104742268041255
